Department,Number,Name,Term,Section,Instructor,Type,Status,Capacity,Availability
SOIL,199,SPECIAL TOPICS,F14,400,"Beal, C.",WWW,Open,25,20
SOIL,199,SPECIAL TOPICS,W15,001,"Olszyk, D.",Lecture,Open,44,43
SOIL,199,SPECIAL TOPICS,W15,400,"Beal, C.",WWW,Open,25,24
SOIL,199,SPECIAL TOPICS,Su15,400,"Beal, C.",WWW,Open,25,25
SOIL,205,SOIL SCIENCE,F14,001,"Austin, W.",Lecture,Open,205,16
SOIL,205,SOIL SCIENCE,F14,010,"Austin, W.",Laboratory,Open,21,1
SOIL,205,SOIL SCIENCE,F14,011,"Austin, W.",Laboratory,Closed,21,0
SOIL,205,SOIL SCIENCE,F14,012,"Austin, W.",Laboratory,Open,20,1
SOIL,205,SOIL SCIENCE,F14,013,"Austin, W.",Laboratory,Open,20,5
SOIL,205,SOIL SCIENCE,F14,014,"Austin, W.",Laboratory,Open,21,2
SOIL,205,SOIL SCIENCE,F14,015,"Austin, W.",Laboratory,Closed,20,0
SOIL,205,SOIL SCIENCE,F14,016,"Austin, W.",Laboratory,Open,21,5
SOIL,205,SOIL SCIENCE,F14,017,"Austin, W.",Laboratory,Closed,20,0
SOIL,205,SOIL SCIENCE,F14,018,"Austin, W.",Laboratory,Closed,21,0
SOIL,205,SOIL SCIENCE,F14,019,"Austin, W.",Laboratory,Open,20,2
SOIL,205,SOIL SCIENCE,F14,400,"Lindsley, A.",WWW,Open,75,7
SOIL,205,SOIL SCIENCE,W15,001,"Cassidy, J.",Lecture,Open,200,193
SOIL,205,SOIL SCIENCE,Sp15,001,"Pett-Ridge, J.",Lecture,Open,200,200
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,W15,010,"Cassidy, J.",Laboratory,Open,20,19
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,W15,011,"Cassidy, J.",Laboratory,Open,20,19
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,W15,012,"Cassidy, J.",Laboratory,Open,20,18
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,W15,013,"Cassidy, J.",Laboratory,Open,20,19
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,W15,014,"Cassidy, J.",Laboratory,Open,20,20
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,W15,015,"Cassidy, J.",Laboratory,Open,20,20
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,W15,016,"Cassidy, J.",Laboratory,Open,20,18
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,W15,017,"Cassidy, J.",Laboratory,Open,20,20
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,W15,018,"Cassidy, J.",Laboratory,Open,20,20
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,W15,019,"Cassidy, J.",Laboratory,Open,20,20
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,Sp15,011,"Pett-Ridge, J.",Laboratory,Open,20,20
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,Sp15,012,"Pett-Ridge, J.",Laboratory,Open,20,20
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,Sp15,013,"Pett-Ridge, J.",Laboratory,Open,20,20
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,Sp15,014,"Pett-Ridge, J.",Laboratory,Open,20,20
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,Sp15,015,"Pett-Ridge, J.",Laboratory,Open,20,20
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,Sp15,016,"Pett-Ridge, J.",Laboratory,Open,20,20
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,Sp15,017,"Pett-Ridge, J.",Laboratory,Open,20,20
SOIL,206,SOIL SCIENCE LABORATORY FOR SOIL 205,Sp15,018,"Pett-Ridge, J.",Laboratory,Inactive-Not Offered,17,17
SOIL,316,NUTRIENT CYCLING IN AGROECOSYSTEMS,Sp15,001,"Sullivan, D.",Lecture,Open,24,24
SOIL,316,NUTRIENT CYCLING IN AGROECOSYSTEMS,Sp15,010,"Sullivan, D.",Laboratory,Open,24,24
SOIL,325,AG AND ENVIRONMENTAL PREDICAMENTS: A CASE STUDY APPROACH,W15,001,Staff,Lecture,Closed,0,0
SOIL,325,AG AND ENVIRONMENTAL PREDICAMENTS: A CASE STUDY APPROACH,W15,002,"Parke, J.",Lecture,Open,16,15
SOIL,335,INTRODUCTION TO WATER SCIENCE AND POLICY,F14,001,"Campana, M.",Lecture,Waitlisted,20,0
SOIL,335,INTRODUCTION TO WATER SCIENCE AND POLICY,F14,400,"Jarvis, W.",WWW,Open,15,2
SOIL,335,INTRODUCTION TO WATER SCIENCE AND POLICY,W15,400,"de Silva, L.",WWW,Open,15,14
SOIL,335,INTRODUCTION TO WATER SCIENCE AND POLICY,Sp15,400,"de Silva, L.",WWW,Open,15,15
SOIL,335,INTRODUCTION TO WATER SCIENCE AND POLICY,Su15,001,"Campana, M.",Lecture,Open,10,10
SOIL,335,INTRODUCTION TO WATER SCIENCE AND POLICY,Su15,400,"de Silva, L.",WWW,Open,15,15
SOIL,401,RESEARCH,F14,001,"Donegan, K.",Research,Open,10,8
SOIL,401,RESEARCH,F14,002,"Lajtha, K.",Research,Closed,1,0
SOIL,401,RESEARCH,F14,400,"McDonald, S.",Research,Closed,0,0
SOIL,401,RESEARCH,W15,001,"Donegan, K.",Research,Open,10,10
SOIL,401,RESEARCH,Sp15,001,"Donegan, K.",Research,Open,10,10
SOIL,401,RESEARCH,Sp15,002,Staff,Research,Closed,0,0
SOIL,401,RESEARCH,Su15,001,"Donegan, K.",Research,Open,10,10
SOIL,401,RESEARCH,Su15,400,"McDonald, S.",Research,Open,10,10
SOIL,403,THESIS,F14,001,"Donegan, K.",Thesis,Open,10,10
SOIL,403,THESIS,W15,001,"Donegan, K.",Thesis,Open,10,10
SOIL,403,THESIS,Sp15,001,"Donegan, K.",Thesis,Open,10,10
SOIL,403,THESIS,Su15,001,"Donegan, K.",Thesis,Open,10,10
SOIL,405,READING AND CONFERENCE,F14,001,Staff,Reading and Conference,Closed,0,0
SOIL,407,SEMINAR,F14,001,"Hunt, A.",Seminar,Closed,16,0
SOIL,407,SEMINAR,Sp15,001,"Donegan, K.",Seminar,Open,18,18
SOIL,407,SEMINAR,Sp15,002,"Kling, J.",Seminar,Open,18,18
SOIL,408,WORKSHOP,F14,001,"Austin, W.",Workshop,Open,20,17
SOIL,408,WORKSHOP,F14,501,"Reuter, R.",Lecture,Open,10,9
SOIL,408,WORKSHOP,W15,001,"Austin, W.",Workshop,Open,20,20
SOIL,408,WORKSHOP,W15,501,"Reuter, R.",Lecture,Open,40,39
SOIL,408,WORKSHOP,Sp15,001,"Austin, W.",Workshop,Open,20,20
SOIL,410,INTERNSHIP,F14,001,"Donegan, K.",Internship,Open,10,9
SOIL,410,INTERNSHIP,F14,400,"McDonald, S.",Internship,Closed,0,0
SOIL,410,INTERNSHIP,W15,001,"Donegan, K.",Internship,Open,10,10
SOIL,410,INTERNSHIP,Sp15,001,"Donegan, K.",Internship,Open,10,10
SOIL,410,INTERNSHIP,Su15,001,"Donegan, K.",Internship,Open,10,10
SOIL,445,ENVIRONMENTAL SOIL CHEMISTRY,Sp15,001,"Pett-Ridge, J.",Lecture,Open,20,20
SOIL,455,BIOLOGY OF SOIL ECOSYSTEMS,W15,001,"Myrold, D.",Lecture,Open,16,14
SOIL,455,BIOLOGY OF SOIL ECOSYSTEMS,W15,010,"Myrold, D.",Recitation,Open,8,8
SOIL,455,BIOLOGY OF SOIL ECOSYSTEMS,W15,011,"Myrold, D.",Recitation,Open,8,6
SOIL,455,BIOLOGY OF SOIL ECOSYSTEMS,W15,012,Staff,Recitation,Inactive-Not Offered,0,0
SOIL,466,SOIL MORPHOLOGY AND CLASSIFICATION,F14,002,Staff,Lecture,Closed,0,0
SOIL,466,SOIL MORPHOLOGY AND CLASSIFICATION,Sp15,001,"Morales, K.",Lecture,Open,60,60
SOIL,466,SOIL MORPHOLOGY AND CLASSIFICATION,Sp15,002,Staff,Lecture,Closed,0,0
SOIL,466,SOIL MORPHOLOGY AND CLASSIFICATION,Sp15,010,"Morales, K.",Laboratory,Open,20,20
SOIL,466,SOIL MORPHOLOGY AND CLASSIFICATION,Sp15,011,"Morales, K.",Laboratory,Open,20,20
SOIL,466,SOIL MORPHOLOGY AND CLASSIFICATION,Sp15,012,"Morales, K.",Laboratory,Open,20,20
SOIL,475,SOIL RESOURCE POTENTIALS,Sp15,001,"Kleber, M.",Lecture,Open,16,16
SOIL,475,SOIL RESOURCE POTENTIALS,Sp15,010,"Kleber, M.",Laboratory,Open,16,16
SOIL,499,SPECIAL TOPICS,W15,001,"Austin, W.",Lecture,Open,10,10
SOIL,499,SPECIAL TOPICS,W15,002,"Beal, C.",Lecture,Open,25,25
SOIL,499,SPECIAL TOPICS,W15,005,Staff,Lecture,Closed,0,0
HEBR,111,INTRODUCTION TO HEBREW,F14,400,"Beged-Dov, Y.",WWW,Open,21,1
HEBR,112,INTERMEDIATE HEBREW,W15,400,"Beged-Dov, Y.",WWW,Open,21,21
HEBR,113,INTERMEDIATE HEBREW II,Sp15,400,"Beged-Dov, Y.",WWW,Open,21,21
HEBR,231,INTRODUCTION TO JEWISH CULTURE,F14,400,"Beged-Dov, Y.",WWW,Open,35,22
HEBR,231,INTRODUCTION TO JEWISH CULTURE,Sp15,400,"Beged-Dov, Y.",WWW,Open,35,35
OJYV,188,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",F14,900,Staff,Independent or Special Studies,Closed,0,0
OJYV,288,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",F14,900,Staff,Independent or Special Studies,Closed,0,0
OJYV,388,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",F14,001,Staff,Independent or Special Studies,Closed,0,0
OJYV,388,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",F14,002,Staff,Independent or Special Studies,Closed,0,0
OJYV,388,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",F14,003,Staff,Independent or Special Studies,Closed,0,0
OJYV,388,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",F14,004,Staff,Independent or Special Studies,Closed,0,0
OJYV,388,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",F14,005,Staff,Independent or Special Studies,Closed,0,0
OJYV,388,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",W15,900,Staff,Independent or Special Studies,Closed,0,0
OJYV,488,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",F14,001,Staff,Independent or Special Studies,Closed,0,0
OJYV,488,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",F14,002,Staff,Independent or Special Studies,Closed,0,0
OJYV,488,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",F14,003,Staff,Independent or Special Studies,Closed,0,0
OJYV,488,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",F14,004,Staff,Independent or Special Studies,Closed,0,0
OJYV,488,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",F14,005,Staff,Independent or Special Studies,Closed,0,0
OJYV,488,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",F14,900,Staff,Independent or Special Studies,Closed,0,0
OJYV,488,"OVERSEAS STUDIES: UNIVERSITY OF JYVASKYLA, FINLAND",W15,900,Staff,Independent or Special Studies,Closed,0,0
SPAN,111,FIRST-YEAR SPANISH,F14,001,"Crocker, M.",Lecture,Open,30,4
SPAN,111,FIRST-YEAR SPANISH,F14,002,"Simmons, R.",Lecture,Open,30,1
SPAN,111,FIRST-YEAR SPANISH,F14,003,"Austin, M.",Lecture,Open,30,1
SPAN,111,FIRST-YEAR SPANISH,F14,004,"Morales Ortiz, M.",Lecture,Open,30,3
SPAN,111,FIRST-YEAR SPANISH,F14,005,"Morales Ortiz, M.",Lecture,Waitlisted,30,0
SPAN,111,FIRST-YEAR SPANISH,F14,006,"Austin, M.",Lecture,Waitlisted,30,0
SPAN,111,FIRST-YEAR SPANISH,F14,007,"Simmons, R.",Lecture,Open,30,1
SPAN,111,FIRST-YEAR SPANISH,F14,400,"Trujillo, J.",WWW,Open,21,8
SPAN,111,FIRST-YEAR SPANISH,F14,401,"Robelo, L.",WWW,Open,21,5
SPAN,111,FIRST-YEAR SPANISH,W15,400,"Chakerian, R.",WWW,Open,21,18
SPAN,111,FIRST-YEAR SPANISH,W15,401,Staff,WWW,Inactive-Not Offered,0,0
SPAN,111,FIRST-YEAR SPANISH,Sp15,400,"Morales Ortiz, M.",WWW,Open,21,21
SPAN,111,FIRST-YEAR SPANISH,Sp15,402,"Chakerian, R.",WWW,Open,21,21
SPAN,111,FIRST-YEAR SPANISH,Su15,001,"Schwartz, A.",Lecture,Open,27,27
SPAN,111,FIRST-YEAR SPANISH,Su15,400,"Chakerian, R.",WWW,Open,18,18
SPAN,111,FIRST-YEAR SPANISH,Su15,401,"Chakerian, R.",WWW,Open,18,18
SPAN,111,FIRST-YEAR SPANISH,Su15,402,"Morales Ortiz, M.",WWW,Open,18,18
SPAN,112,FIRST-YEAR SPANISH,F14,001,"Schwartz, A.",Lecture,Open,30,6
SPAN,112,FIRST-YEAR SPANISH,F14,400,"Krebs, J.",WWW,Open,21,1
SPAN,112,FIRST-YEAR SPANISH,F14,401,"Krebs, J.",WWW,Open,21,8
SPAN,112,FIRST-YEAR SPANISH,W15,001,Staff,Lecture,Open,29,29
SPAN,112,FIRST-YEAR SPANISH,W15,002,"Davis-Malewitz, E.",Lecture,Open,29,27
SPAN,112,FIRST-YEAR SPANISH,W15,003,Staff,Lecture,Open,30,30
SPAN,112,FIRST-YEAR SPANISH,W15,004,"Davis-Malewitz, E.",Lecture,Open,30,29
SPAN,112,FIRST-YEAR SPANISH,W15,005,Staff,Lecture,Open,30,30
SPAN,112,FIRST-YEAR SPANISH,W15,400,"Warren, A.",WWW,Open,21,19
SPAN,112,FIRST-YEAR SPANISH,W15,401,Staff,WWW,Inactive-Not Offered,0,0
SPAN,112,FIRST-YEAR SPANISH,Sp15,400,"Morales Ortiz, M.",WWW,Open,21,21
SPAN,112,FIRST-YEAR SPANISH,Su15,001,"Woods, M.",Lecture,Open,25,25
SPAN,112,FIRST-YEAR SPANISH,Su15,400,"Palacios, A.",WWW,Open,18,18
SPAN,112,FIRST-YEAR SPANISH,Su15,401,"Mulas, L.",WWW,Open,18,18
SPAN,113,FIRST-YEAR SPANISH,W15,001,"Schwartz, A.",Lecture,Open,30,30
SPAN,113,FIRST-YEAR SPANISH,W15,400,"Chakerian, R.",WWW,Open,21,20
SPAN,113,FIRST-YEAR SPANISH,Sp15,001,"Warren, A.",Lecture,Waitlisted,0,0
SPAN,113,FIRST-YEAR SPANISH,Sp15,002,"Williams, T.",Lecture,Open,30,30
SPAN,113,FIRST-YEAR SPANISH,Sp15,003,"Cole, M.",Lecture,Open,30,30
SPAN,113,FIRST-YEAR SPANISH,Sp15,004,"Morales Ortiz, M.",Lecture,Open,30,30
SPAN,113,FIRST-YEAR SPANISH,Sp15,005,"Morales Ortiz, M.",Lecture,Open,30,30
SPAN,113,FIRST-YEAR SPANISH,Sp15,006,Staff,Lecture,Inactive-Not Offered,0,0
SPAN,113,FIRST-YEAR SPANISH,Sp15,009,Staff,Lecture,Closed,0,0
SPAN,113,FIRST-YEAR SPANISH,Sp15,400,"Robelo, L.",WWW,Open,21,21
SPAN,113,FIRST-YEAR SPANISH,Su15,001,"Woods, M.",Lecture,Open,25,25
SPAN,113,FIRST-YEAR SPANISH,Su15,400,"Palacios, A.",WWW,Open,18,18
SPAN,199,SPECIAL STUDIES,F14,001,"Morales Ortiz, M.",Independent or Special Studies,Open,20,10
SPAN,199,SPECIAL STUDIES,F14,002,"Morales Ortiz, M.",Independent or Special Studies,Open,20,12
SPAN,199,SPECIAL STUDIES,W15,001,"Chavarria-Bechtel, L.",Independent or Special Studies,Open,25,25
SPAN,199,SPECIAL STUDIES,W15,002,"Morales Ortiz, M.",Independent or Special Studies,Open,20,20
SPAN,199,SPECIAL STUDIES,Sp15,001,"Simmons, R.",Independent or Special Studies,Open,20,20
SPAN,199,SPECIAL STUDIES,Sp15,002,Staff,Independent or Special Studies,Open,20,20
SPAN,211,SECOND-YEAR SPANISH,F14,001,"Cole, M.",Lecture,Open,30,1
SPAN,211,SECOND-YEAR SPANISH,F14,002,"Prats, D.",Lecture,Waitlisted,30,0
SPAN,211,SECOND-YEAR SPANISH,F14,003,"Prats, D.",Lecture,Waitlisted,30,0
SPAN,211,SECOND-YEAR SPANISH,F14,004,"Prats, D.",Lecture,Waitlisted,30,-1
SPAN,211,SECOND-YEAR SPANISH,F14,005,"Cole, M.",Lecture,Waitlisted,30,0
SPAN,211,SECOND-YEAR SPANISH,F14,006,"Cole, M.",Lecture,Open,30,1
SPAN,211,SECOND-YEAR SPANISH,F14,015,Staff,Lecture,Closed,0,0
SPAN,211,SECOND-YEAR SPANISH,F14,400,"Warren, A.",WWW,Waitlisted,21,0
SPAN,211,SECOND-YEAR SPANISH,Sp15,001,Staff,Lecture,Closed,0,0
SPAN,211,SECOND-YEAR SPANISH,Su15,003,Staff,Lecture,Closed,0,0
SPAN,211,SECOND-YEAR SPANISH,Su15,400,"Warren, A.",WWW,Open,18,18
SPAN,212,SECOND-YEAR SPANISH,F14,001,Staff,Lecture,Closed,0,0
SPAN,212,SECOND-YEAR SPANISH,F14,400,"Robelo, L.",WWW,Open,21,10
SPAN,212,SECOND-YEAR SPANISH,W15,001,"Prats, D.",Lecture,Open,30,29
SPAN,212,SECOND-YEAR SPANISH,W15,002,"Prats, D.",Lecture,Open,30,29
SPAN,212,SECOND-YEAR SPANISH,W15,003,"Prats, D.",Lecture,Open,30,30
SPAN,212,SECOND-YEAR SPANISH,W15,004,"Morales Ortiz, M.",Lecture,Open,29,28
SPAN,212,SECOND-YEAR SPANISH,W15,005,"Morales Ortiz, M.",Lecture,Open,30,28
SPAN,212,SECOND-YEAR SPANISH,W15,006,"Morales Ortiz, M.",Lecture,Open,30,30
SPAN,212,SECOND-YEAR SPANISH,W15,400,"Warren, A.",WWW,Open,21,21
SPAN,212,SECOND-YEAR SPANISH,Sp15,001,Staff,Lecture,Closed,0,0
SPAN,212,SECOND-YEAR SPANISH,Su15,003,Staff,Lecture,Closed,0,0
SPAN,212,SECOND-YEAR SPANISH,Su15,400,"Warren, A.",WWW,Open,18,18
SPAN,213,SECOND-YEAR SPANISH,F14,001,Staff,Lecture,Closed,0,0
SPAN,213,SECOND-YEAR SPANISH,W15,400,"Robelo, L.",WWW,Open,21,21
SPAN,213,SECOND-YEAR SPANISH,Sp15,001,"Prats, D.",Lecture,Open,30,30
SPAN,213,SECOND-YEAR SPANISH,Sp15,002,"Woods, M.",Lecture,Open,30,30
SPAN,213,SECOND-YEAR SPANISH,Sp15,003,"Prats, D.",Lecture,Open,30,30
SPAN,213,SECOND-YEAR SPANISH,Sp15,004,"Davis-Malewitz, E.",Lecture,Open,30,30
SPAN,213,SECOND-YEAR SPANISH,Sp15,005,"Davis-Malewitz, E.",Lecture,Open,30,30
SPAN,213,SECOND-YEAR SPANISH,Sp15,014,Staff,Lecture,Closed,0,0
SPAN,213,SECOND-YEAR SPANISH,Sp15,400,"Warren, A.",WWW,Open,21,21
SPAN,213,SECOND-YEAR SPANISH,Su15,003,Staff,Lecture,Closed,0,0
SPAN,213,SECOND-YEAR SPANISH,Su15,400,"Warren, A.",WWW,Open,18,18
SPAN,217,SECOND-YEAR SPANISH-COMPLETE SEQUENCE,Su15,001,"Robelo, L.",Lecture,Open,25,25
SPAN,288,"HISPANIC STUDIES, HISPANIC STUDY CENTERS",Su15,001,Staff,Lecture,Closed,0,0
SPAN,299,SPECIAL STUDIES,F14,001,"Morales Ortiz, M.",Independent or Special Studies,Open,20,7
SPAN,299,SPECIAL STUDIES,F14,100,Staff,Independent or Special Studies,Closed,0,0
SPAN,299,SPECIAL STUDIES,W15,001,"Morales Ortiz, M.",Independent or Special Studies,Open,20,20
SPAN,299,SPECIAL STUDIES,W15,002,"Morales Ortiz, M.",Lecture,Open,20,20
SPAN,299,SPECIAL STUDIES,W15,005,Staff,Lecture,Closed,0,0
SPAN,299,SPECIAL STUDIES,Sp15,001,"Austin, M.",Lecture,Open,10,10
SPAN,299,SPECIAL STUDIES,Sp15,002,"Robelo, L.",Independent or Special Studies,Open,19,19
SPAN,299,SPECIAL STUDIES,Sp15,003,Staff,Independent or Special Studies,Open,20,20
SPAN,311,ADVANCED SPANISH GRAMMAR,F14,001,"Warren, A.",Lecture,Waitlisted,22,0
SPAN,311,ADVANCED SPANISH GRAMMAR,F14,002,"Palacios, A.",Lecture,Open,20,1
SPAN,311,ADVANCED SPANISH GRAMMAR,F14,003,"Warren, A.",Lecture,Open,22,1
SPAN,311,ADVANCED SPANISH GRAMMAR,F14,004,"Chakerian, R.",Lecture,Open,20,3
SPAN,311,ADVANCED SPANISH GRAMMAR,F14,005,"Chakerian, R.",Lecture,Closed,20,0
SPAN,311,ADVANCED SPANISH GRAMMAR,F14,100,Staff,Lecture,Closed,0,0
SPAN,311,ADVANCED SPANISH GRAMMAR,F14,400,"Mulas, L.",Streaming Media,Waitlisted,18,0
SPAN,311,ADVANCED SPANISH GRAMMAR,F14,501,"Bollinger, J.",Lecture,Open,25,22
SPAN,311,ADVANCED SPANISH GRAMMAR,W15,001,"Robelo, L.",Lecture,Open,20,20
SPAN,311,ADVANCED SPANISH GRAMMAR,W15,002,"Warren, A.",Lecture,Closed,0,0
SPAN,311,ADVANCED SPANISH GRAMMAR,Sp15,001,"Palacios, A.",Lecture,Open,20,20
SPAN,311,ADVANCED SPANISH GRAMMAR,Su15,002,Staff,Lecture,Closed,0,0
SPAN,311,ADVANCED SPANISH GRAMMAR,Su15,400,"Morales Ortiz, M.",Streaming Media,Open,18,18
SPAN,312,INTERMEDIATE WRITING SKILLS,F14,001,"Warren, A.",Lecture,Open,20,2
SPAN,312,INTERMEDIATE WRITING SKILLS,W15,001,"Warren, A.",Lecture,Open,20,19
SPAN,312,INTERMEDIATE WRITING SKILLS,W15,002,"Warren, A.",Lecture,Open,20,18
SPAN,312,INTERMEDIATE WRITING SKILLS,W15,003,Staff,Lecture,Closed,0,0
SPAN,312,INTERMEDIATE WRITING SKILLS,W15,004,"Palacios, A.",Lecture,Open,20,18
SPAN,312,INTERMEDIATE WRITING SKILLS,W15,400,"Chakerian, R.",WWW,Open,18,18
SPAN,312,INTERMEDIATE WRITING SKILLS,W15,501,"Bollinger, J.",Lecture,Open,40,40
SPAN,312,INTERMEDIATE WRITING SKILLS,Sp15,001,Staff,Lecture,Inactive-Not Offered,0,0
SPAN,312,INTERMEDIATE WRITING SKILLS,Su15,000,Staff,Lecture,Closed,0,0
SPAN,312,INTERMEDIATE WRITING SKILLS,Su15,002,Staff,Lecture,Closed,0,0
SPAN,312,INTERMEDIATE WRITING SKILLS,Su15,400,"Prats, D.",WWW,Open,18,18
SPAN,312,INTERMEDIATE WRITING SKILLS,Su15,900,Staff,Lecture,Closed,0,0
SPAN,313,SPANISH LANGUAGE THROUGH CULTURE,F14,001,"Trujillo, J.",Lecture,Open,20,4
SPAN,313,SPANISH LANGUAGE THROUGH CULTURE,W15,001,"Robelo, L.",Lecture,Open,20,19
SPAN,313,SPANISH LANGUAGE THROUGH CULTURE,Sp15,001,"Warren, A.",Lecture,Open,20,20
SPAN,313,SPANISH LANGUAGE THROUGH CULTURE,Sp15,002,"Warren, A.",Lecture,Open,20,20
SPAN,313,SPANISH LANGUAGE THROUGH CULTURE,Sp15,003,Staff,Lecture,Inactive-Not Offered,20,20
SPAN,313,SPANISH LANGUAGE THROUGH CULTURE,Sp15,004,"Palacios, A.",Lecture,Open,20,20
SPAN,313,SPANISH LANGUAGE THROUGH CULTURE,Sp15,400,"Prats, D.",WWW,Open,21,21
SPAN,313,SPANISH LANGUAGE THROUGH CULTURE,Su15,002,Staff,Lecture,Closed,0,0
SPAN,313,SPANISH LANGUAGE THROUGH CULTURE,Su15,400,"Prats, D.",WWW,Open,18,18
SPAN,314,THIRD-YEAR SPANISH FOR NATIVE SPEAKERS,F14,001,"Chavarria-Bechtel, L.",Lecture,Waitlisted,20,-1
SPAN,314,THIRD-YEAR SPANISH FOR NATIVE SPEAKERS,F14,400,"Chavarria-Bechtel, L.",WWW,Open,18,12
SPAN,315,THIRD-YEAR SPANISH FOR NATIVE SPEAKERS,W15,001,"Chavarria-Bechtel, L.",Lecture,Open,20,20
SPAN,316,THIRD-YEAR SPANISH FOR NATIVE SPEAKERS,Sp15,001,"Chavarria-Bechtel, L.",Lecture,Open,20,20
SPAN,316,THIRD-YEAR SPANISH FOR NATIVE SPEAKERS,Sp15,400,Staff,WWW,Open,21,21
SPAN,317,DIRECTED READING AND WRITING IN SPANISH,F14,001,"Robelo, L.",Lecture,Open,20,2
SPAN,317,DIRECTED READING AND WRITING IN SPANISH,F14,400,Staff,WWW,Closed,0,0
SPAN,317,DIRECTED READING AND WRITING IN SPANISH,W15,001,"Garcia, K.",Lecture,Open,20,8
SPAN,317,DIRECTED READING AND WRITING IN SPANISH,Sp15,001,"Wood, G.",Lecture,Open,20,20
SPAN,317,DIRECTED READING AND WRITING IN SPANISH,Sp15,400,"Escala, A.",WWW,Open,21,21
SPAN,317,DIRECTED READING AND WRITING IN SPANISH,Su15,400,"Escala, A.",WWW,Open,18,18
SPAN,318,INTRODUCTION TO SPANISH LANGUAGE LITERATURE,F14,001,"Wood, G.",Discussion,Waitlisted,20,0
SPAN,318,INTRODUCTION TO SPANISH LANGUAGE LITERATURE,W15,001,"Escala, A.",Discussion,Open,20,17
SPAN,318,INTRODUCTION TO SPANISH LANGUAGE LITERATURE,Sp15,001,"Escala, A.",Discussion,Open,20,20
SPAN,319,SPANISH FOR BUSINESS,Sp15,400,"Escala, A.",WWW,Open,21,21
SPAN,320,SPANISH CONVERSATION,F14,001,"Palacios, A.",Lecture,Open,20,4
SPAN,320,SPANISH CONVERSATION,W15,001,"Palacios, A.",Lecture,Open,20,19
SPAN,320,SPANISH CONVERSATION,W15,400,Staff,WWW,Cancelled,0,0
SPAN,320,SPANISH CONVERSATION,Sp15,001,"Warren, A.",Lecture,Open,20,20
SPAN,320,SPANISH CONVERSATION,Sp15,400,"Morales Ortiz, M.",WWW,Open,21,21
SPAN,320,SPANISH CONVERSATION,Su15,001,Staff,Lecture,Closed,0,0
SPAN,320,SPANISH CONVERSATION,Su15,100,Staff,Lecture,Closed,0,0
SPAN,327,MEXICAN-AMERICAN LIT & COMP FOR SPAN HERITAGE LANG LEARNERS,F14,001,"Warren, A.",Lecture,Open,20,11
SPAN,331,THE CULTURES OF SPAIN AND PORTUGAL,F14,001,"Wood, G.",Lecture,Open,31,9
SPAN,332,THE CULTURES OF SPAIN AND PORTUGAL,W15,001,"Wood, G.",Lecture,Open,34,30
SPAN,332,THE CULTURES OF SPAIN AND PORTUGAL,Sp15,400,"Prats, D.",WWW,Open,21,21
SPAN,333,CULTURES OF SPAIN AND PORTUGAL,Sp15,001,Staff,Lecture,Open,35,35
SPAN,336,LATIN AMERICAN CULTURE,F14,001,"Escala, A.",Lecture,Open,46,1
SPAN,336,LATIN AMERICAN CULTURE,Su15,002,Staff,Lecture,Closed,0,0
SPAN,337,LATIN AMERICAN CULTURE,W15,001,"Escala, A.",Lecture,Open,54,46
